"행정구역별(읍면동)","항목","단위","2015 년","2016 년","2017 년","2018 년",
"진도군","아파트","호","705","747","794","931",
"진도군","연립주택","호","308","308","312","313",
"진도군","다세대주택","호","180","184","200","202",
"진도군","비거주용 건물내 주택","호","190","178","206","209",
"진도군","주택이외의 거처","호","347","387","430","453",
"신안군","총인구","명","36235","35789","35592","35639",
"신안군","남자","명","18800","18681","18650","18873",
"신안군","여자","명","17435","17108","16942","16766",
"신안군","내국인-계","명","35418","34969","34705","34628",
"신안군","내국인-남자","명","18278","18145","18057","18174",
"신안군","내국인-여자","명","17140","16824","16648","16454",
"신안군","외국인-계","명","817","820","887","1011",
"신안군","외국인-남자","명","522","536","593","699",
"신안군","외국인-여자","명","295","284","294","312",
"신안군","가구-계","가구","16850","16744","16792","16828",
"신안군","일반가구","가구","16622","16530","16526","16572",
"신안군","집단가구","가구","37","30","38","39",
"신안군","외국인가구","가구","191","184","228","217",
"신안군","주택-계","호","16959","16673","17101","16961",
"신안군","단독주택","호","16613","16334","16707","16566",
"신안군","아파트","호","20","20","20","20",
"신안군","연립주택","호","72","72","72","72",
"신안군","다세대주택","호","50","50","53","54",
"신안군","비거주용 건물내 주택","호","204","197","249","249",
"신안군","주택이외의 거처","호","402","476","478","535",
"경상북도","총인구","명","2680294","2682169","2677058","2672902",
"경상북도","남자","명","1351037","1354997","1353083","1352869",
"경상북도","여자","명","1329257","1327172","1323975","1320033",
"경상북도","내국인-계","명","2622729","2621463","2613080","2598831",
"경상북도","내국인-남자","명","1314196","1316296","1312917","1306914",
"경상북도","내국인-여자","명","1308533","1305167","1300163","1291917",
"경상북도","외국인-계","명","57565","60706","63978","74071",
"경상북도","외국인-남자","명","36841","38701","40166","45955",
"경상북도","외국인-여자","명","20724","22005","23812","28116",
"경상북도","가구-계","가구","1078479","1093211","1105213","1113008",
"경상북도","일반가구","가구","1062724","1076581","1087807","1094534",
"경상북도","집단가구","가구","1312","979","1118","1185",
"경상북도","외국인가구","가구","14443","15651","16288","17289",
"경상북도","주택-계","호","995385","1009941","1038274","1060505",
"경상북도","단독주택","호","457157","456724","459095","458601",
"경상북도","아파트","호","449154","461577","485196","507230",
"경상북도","연립주택","호","27799","29091","29782","30016",
"경상북도","다세대주택","호","44533","45793","46456","46705",
"경상북도","비거주용 건물내 주택","호","16742","16756","17745","17953",
"경상북도","주택이외의 거처","호","26036","29280","31144","32859",
"읍부","총인구","명","605054","606125","605455","605788",
"읍부","남자","명","307935","309209","309249","309749",
"읍부","여자","명","297119","296916","296206","296039",
"읍부","내국인-계","명","586901","587277","585808","582780",
"읍부","내국인-남자","명","295565","296547","296222","294764",
"읍부","내국인-여자","명","291336","290730","289586","288016",
"읍부","외국인-계","명","18153","18848","19647","23008",
"읍부","외국인-남자","명","12370","12662","13027","14985",
"읍부","외국인-여자","명","5783","6186","6620","8023",
"읍부","가구-계","가구","236671","240122","242960","245219",
"읍부","일반가구","가구","231957","235122","237805","239739",
"읍부","집단가구","가구","297","232","273","300",
"읍부","외국인가구","가구","4417","4768","4882","5180",
"읍부","주택-계","호","218144","223503","228251","236616",
"읍부","단독주택","호","94024","94196","94872","94521",
"읍부","아파트","호","102490","106914","110349","118872",
"읍부","연립주택","호","6416","6654","6804","6815",
"읍부","다세대주택","호","11348","11891","12107","12216",
"읍부","비거주용 건물내 주택","호","3866","3848","4119","4192",
"읍부","주택이외의 거처","호","5716","6438","6748","6965",
"면부","총인구","명","635226","633468","638462","645300",
"면부","남자","명","316723","317269","320225","325343",
"면부","여자","명","318503","316199","318237","319957",
"면부","내국인-계","명","615520","613095","618010","622549",
"면부","내국인-남자","명","302799","302723","305778","309433",
"면부","내국인-여자","명","312721","310372","312232","313116",
"면부","외국인-계","명","19706","20373","20452","22751",
"면부","외국인-남자","명","13924","14546","14447","15910",
"면부","외국인-여자","명","5782","5827","6005","6841",
"면부","가구-계","가구","281867","285080","289205","294245",
"면부","일반가구","가구","277539","280726","284898","290036",
"면부","집단가구","가구","503","398","462","479",
"면부","외국인가구","가구","3825","3956","3845","3730",
"면부","주택-계","호","299063","299906","309230","314400",
"면부","단독주택","호","258339","256973","258607","259007",
"면부","아파트","호","27865","29796","36714","41296",
"면부","연립주택","호","4496","4533","4786","4904",
"면부","다세대주택","호","4749","5002","5123","5174",
"면부","비거주용 건물내 주택","호","3614","3602","4000","4019",
"면부","주택이외의 거처","호","10329","11416","12187","13223",
"동부","총인구","명","1440014","1442576","1433141","1421814",
"동부","남자","명","726379","728519","723609","717777",
"동부","여자","명","713635","714057","709532","704037",
"동부","내국인-계","명","1420308","1421091","1409262","1393502",
"동부","내국인-남자","명","715832","717026","710917","702717",
"동부","내국인-여자","명","704476","704065","698345","690785",
"동부","외국인-계","명","19706","21485","23879","28312",
"동부","외국인-남자","명","10547","11493","12692","15060",
"동부","외국인-여자","명","9159","9992","11187","13252",
"동부","가구-계","가구","559941","568009","573048","573544",
"동부","일반가구","가구","553228","560733","565104","564759",
"동부","집단가구","가구","512","349","383","406",
"동부","외국인가구","가구","6201","6927","7561","8379",
"동부","주택-계","호","478178","486532","500793","509489",
"동부","단독주택","호","104794","105555","105616","105073",
"동부","아파트","호","318799","324867","338133","347062",
"동부","연립주택","호","16887","17904","18192","18297",
"동부","다세대주택","호","28436","28900","29226","29315",
"동부","비거주용 건물내 주택","호","9262","9306","9626","9742",
"동부","주택이외의 거처","호","9991","11426","12209","12671",
"포항시","총인구","명","511804","510360","506909","504382",
"포항시","남자","명","259502","258761","256835","255904",
"포항시","여자","명","252302","251599","250074","248478",
"포항시","내국인-계","명","505945","504416","500597","496719",
"포항시","내국인-남자","명","255953","255155","253038","251280",
"포항시","내국인-여자","명","249992","249261","247559","245439",
"포항시","외국인-계","명","5859","5944","6312","7663",
"포항시","외국인-남자","명","3549","3606","3797","4624",
"포항시","외국인-여자","명","2310","2338","2515","3039",
"포항시","가구-계","가구","198722","200872","201762","203279",
"포항시","일반가구","가구","197027","199175","200102","201456",
"포항시","집단가구","가구","145","109","117","142",
"포항시","외국인가구","가구","1550","1588","1543","1681",
"포항시","주택-계","호","184062","185782","188384","194123",
"포항시","단독주택","호","46890","46756","47206","46949",
"포항시","아파트","호","114319","115722","117525","123453",
"포항시","연립주택","호","7809","8103","8321","8369",
"포항시","다세대주택","호","11377","11445","11452","11416",
"포항시","비거주용 건물내 주택","호","3667","3756","3880","3936",
"포항시","주택이외의 거처","호","2920","3241","3392","3508",
"남구","총인구","명","243870","242145","239044","236268",
"남구","남자","명","126467","125688","124208","123019",
"남구","여자","명","117403","116457","114836","113249",
"남구","내국인-계","명","240370","238561","235497","232212",
"남구","내국인-남자","명","124175","123331","121880","120317",
"남구","내국인-여자","명","116195","115230","113617","111895",
"남구","외국인-계","명","3500","3584","3547","4056",
"남구","외국인-남자","명","2292","2357","2328","2702",
"남구","외국인-여자","명","1208","1227","1219","1354",
"남구","가구-계","가구","95907","96375","96259","96464",
"남구","일반가구","가구","94869","95318","95269","95390",
"남구","집단가구","가구","66","44","50","65",
"남구","외국인가구","가구","972","1013","940","1009",
"남구","주택-계","호","84483","84952","86594","88277",
"남구","단독주택","호","24403","24229","24563","24359",
"남구","아파트","호","46666","47150","48198","50061",
"남구","연립주택","호","4011","4135","4334","4364",
"남구","다세대주택","호","7603","7607","7616","7574",
"남구","비거주용 건물내 주택","호","1800","1831","1883","1919",
"남구","주택이외의 거처","호","1384","1481","1551","1605",
"북구","총인구","명","267934","268215","267865","268114",
"북구","남자","명","133035","133073","132627","132885",
"북구","여자","명","134899","135142","135238","135229",
"북구","내국인-계","명","265575","265855","265100","264507",
"북구","내국인-남자","명","131778","131824","131158","130963",
"북구","내국인-여자","명","133797","134031","133942","133544",
"북구","외국인-계","명","2359","2360","2765","3607",
"북구","외국인-남자","명","1257","1249","1469","1922",
"북구","외국인-여자","명","1102","1111","1296","1685",
"북구","가구-계","가구","102815","104497","105503","106815",
"북구","일반가구","가구","102158","103857","104833","106066",
"북구","집단가구","가구","79","65","67","77",
"북구","외국인가구","가구","578","575","603","672",
"북구","주택-계","호","99579","100830","101790","105846",
"북구","단독주택","호","22487","22527","22643","22590",
"북구","아파트","호","67653","68572","69327","73392",
"북구","연립주택","호","3798","3968","3987","4005",
"북구","다세대주택","호","3774","3838","3836","3842",
"북구","비거주용 건물내 주택","호","1867","1925","1997","2017",
"북구","주택이외의 거처","호","1536","1760","1841","1903",
"경주시","총인구","명","262310","262769","262264","264282",
"경주시","남자","명","133092","133627","133171","134464",
"경주시","여자","명","129218","129142","129093","129818",
"경주시","내국인-계","명","251192","250749","249043","248654",
"경주시","내국인-남자","명","125470","125601","124646","124551",
"경주시","내국인-여자","명","125722","125148","124397","124103",
"경주시","외국인-계","명","11118","12020","13221","15628",
"경주시","외국인-남자","명","7622","8026","8525","9913",
"경주시","외국인-여자","명","3496","3994","4696","5715",
"경주시","가구-계","가구","107047","109282","110811","112245",
"경주시","일반가구","가구","103686","105400","106533","107484",
"경주시","집단가구","가구","124","99","113","125",
"경주시","외국인가구","가구","3237","3783","4165","4636",
"경주시","주택-계","호","96064","97285","100224","106584",
"경주시","단독주택","호","45192","45328","45809","45806",
"경주시","아파트","호","39901","40721","42954","49200",
"경주시","연립주택","호","3383","3525","3538","3558",
"경주시","다세대주택","호","5857","5950","6076","6138",
"경주시","비거주용 건물내 주택","호","1731","1761","1847","1882",
"경주시","주택이외의 거처","호","3592","4308","4470","4546",
"김천시","총인구","명","137540","139709","140765","139894",
"김천시","남자","명","68528","69796","70240","69916",
"김천시","여자","명","69012","69913","70525","69978",
"김천시","내국인-계","명","135373","137371","138199","136830",
"김천시","내국인-남자","명","67259","68420","68744","68138",
"김천시","내국인-여자","명","68114","68951","69455","68692",
"김천시","외국인-계","명","2167","2338","2566","3064",
"김천시","외국인-남자","명","1269","1376","1496","1778",
"김천시","외국인-여자","명","898","962","1070","1286",
"김천시","가구-계","가구","54262","55804","57193","57292",
"김천시","일반가구","가구","53745","55285","56612","56670",
"김천시","집단가구","가구","95","73","83","89",
"김천시","외국인가구","가구","422","446","498","533",
"김천시","주택-계","호","52946","54798","57293","57455",
"김천시","단독주택","호","26830","26419","26485","26458",
"김천시","아파트","호","23001","25229","27595","27777",
"김천시","연립주택","호","1269","1279","1284","1283",
"김천시","다세대주택","호","970","1000","1007","1012",
"김천시","비거주용 건물내 주택","호","876","871","922","925",
"김천시","주택이외의 거처","호","1233","1671","2106","2309",
"안동시","총인구","명","168581","167664","165704","162186",
"안동시","남자","명","83170","82775","81894","80331",
"안동시","여자","명","85411","84889","83810","81855",
"안동시","내국인-계","명","167081","166150","164012","160257",
"안동시","내국인-남자","명","82488","82088","81043","79386",
"안동시","내국인-여자","명","84593","84062","82969","80871",
"안동시","외국인-계","명","1500","1514","1692","1929",
"안동시","외국인-남자","명","682","687","851","945",
"안동시","외국인-여자","명","818","827","841","984",
"안동시","가구-계","가구","68214","68662","68732","68486",
"안동시","일반가구","가구","67693","68192","68249","68050",
"안동시","집단가구","가구","82","60","63","64",
"안동시","외국인가구","가구","439","410","420","372",
"안동시","주택-계","호","65729","65585","66721","67743",
"안동시","단독주택","호","31708","31431","31495","31451",
"안동시","아파트","호","30408","30407","31202","32242",
"안동시","연립주택","호","1448","1448","1452","1454",
"안동시","다세대주택","호","1016","1143","1305","1313",
"안동시","비거주용 건물내 주택","호","1149","1156","1267","1283",
"안동시","주택이외의 거처","호","1164","1324","1469","1721",
"구미시","총인구","명","421075","422237","423003","422195",
"구미시","남자","명","216825","217689","218610","218189",
"구미시","여자","명","204250","204548","204393","204006",
"구미시","내국인-계","명","414110","415437","416306","415387",
"구미시","내국인-남자","명","212692","213661","214675","214273",
"구미시","내국인-여자","명","201418","201776","201631","201114",
"구미시","외국인-계","명","6965","6800","6697","6808",
"구미시","외국인-남자","명","4133","4028","3935","3916",
"구미시","외국인-여자","명","2832","2772","2762","2892",
"구미시","가구-계","가구","159782","161996","164455","165375",
"구미시","일반가구","가구","157705","159917","162429","163405",
"구미시","집단가구","가구","190","105","154","148",
"구미시","외국인가구","가구","1887","1974","1872","1822",
"구미시","주택-계","호","130833","133737","142140","143992",
"구미시","단독주택","호","25276","25459","25527","25487",
"구미시","아파트","호","91959","93883","102100","103906",
"구미시","연립주택","호","2926","3640","3664","3703",
"구미시","다세대주택","호","8971","9081","9137","9173",
"구미시","비거주용 건물내 주택","호","1701","1674","1712","1723",
"구미시","주택이외의 거처","호","2825","3482","3453","3645",
"영주시","총인구","명","109266","108950","108443","107034",
"영주시","남자","명","54737","54801","54415","53582",
"영주시","여자","명","54529","54149","54028","53452",
"영주시","내국인-계","명","108327","107839","107198","105544",
"영주시","내국인-남자","명","54321","54238","53777","52819",
"영주시","내국인-여자","명","54006","53601","53421","52725",
"영주시","외국인-계","명","939","1111","1245","1490",
"영주시","외국인-남자","명","416","563","638","763",
"영주시","외국인-여자","명","523","548","607","727",
"영주시","가구-계","가구","43981","44881","45168","45020",
"영주시","일반가구","가구","43683","44582","44844","44681",
"영주시","집단가구","가구","57","42","48","47",
"영주시","외국인가구","가구","241","257","276","292",
"영주시","주택-계","호","41043","42591","42516","42343",
"영주시","단독주택","호","21488","21487","21235","21178",
"영주시","아파트","호","15404","16884","17032","16933",
"영주시","연립주택","호","1641","1658","1690","1643",
"영주시","다세대주택","호","1406","1437","1410","1430",
"영주시","비거주용 건물내 주택","호","1104","1125","1149","1159",
"영주시","주택이외의 거처","호","1150","1127","1217","1303",
"영천시","총인구","명","97669","97295","97675","98686",
"영천시","남자","명","49573","49542","49918","50648",
"영천시","여자","명","48096","47753","47757","48038",
"영천시","내국인-계","명","94214","93645","93770","94235",
"영천시","내국인-남자","명","47001","46772","47024","47432",
"영천시","내국인-여자","명","47213","46873","46746","46803",
"영천시","외국인-계","명","3455","3650","3905","4451",
"영천시","외국인-남자","명","2572","2770","2894","3216",
"영천시","외국인-여자","명","883","880","1011","1235",
"영천시","가구-계","가구","41011","41716","42430","43121",
"영천시","일반가구","가구","40268","40947","41681","42328",
"영천시","집단가구","가구","63","60","68","69",
"영천시","외국인가구","가구","680","709","681","724",
"영천시","주택-계","호","41748","41910","43180","43795",
"영천시","단독주택","호","23121","23221","23201","23223",
"영천시","아파트","호","15955","16038","17311","17907",
"영천시","연립주택","호","892","892","892","892",
"영천시","다세대주택","호","1161","1161","1145","1145",
"영천시","비거주용 건물내 주택","호","619","598","631","628",
"영천시","주택이외의 거처","호","1534","1633","1779","1937",
"상주시","총인구","명","98760","99484","98189","97558",
"상주시","남자","명","48392","49042","48296","48056",
"상주시","여자","명","50368","50442","49893","49502",
"상주시","내국인-계","명","97737","98377","97106","96291",
"상주시","내국인-남자","명","47910","48497","47811","47499",
"상주시","내국인-여자","명","49827","49880","49295","48792",
"상주시","외국인-계","명","1023","1107","1083","1267",
"상주시","외국인-남자","명","482","545","485","557",
"상주시","외국인-여자","명","541","562","598","710",
"상주시","가구-계","가구","41375","42342","42578","42639",
"상주시","일반가구","가구","41036","41997","42274","42327",
"상주시","집단가구","가구","71","45","49","51",
"상주시","외국인가구","가구","268","300","255","261",
"상주시","주택-계","호","42219","42553","43149","43082",
"상주시","단독주택","호","29543","29338","29549","29452",
"상주시","아파트","호","10445","10971","11296","11297",
"상주시","연립주택","호","388","388","388","388",
"상주시","다세대주택","호","1186","1184","1200","1216",
"상주시","비거주용 건물내 주택","호","657","672","716","729",
"상주시","주택이외의 거처","호","1164","1165","1286","1410",
"문경시","총인구","명","71863","71038","70016","68895",
"문경시","남자","명","35180","34785","34275","33777",
"문경시","여자","명","36683","36253","35741","35118",
"문경시","내국인-계","명","71104","70216","69207","67961",
"문경시","내국인-남자","명","34824","34397","33908","33328",
"문경시","내국인-여자","명","36280","35819","35299","34633",
"문경시","외국인-계","명","759","822","809","934",
"문경시","외국인-남자","명","356","388","367","449",
"문경시","외국인-여자","명","403","434","442","485",
"문경시","가구-계","가구","30056","30095","30077","30114",
"문경시","일반가구","가구","29808","29825","29841","29855",
"문경시","집단가구","가구","58","35","43","42",
"문경시","외국인가구","가구","190","235","193","217",
"문경시","주택-계","호","29161","29493","29857","30090",
"문경시","단독주택","호","19343","19527","19531","19564",
"문경시","아파트","호","6825","6848","7079","7112",
"문경시","연립주택","호","1195","1134","1158","1271",
"문경시","다세대주택","호","1103","1294","1364","1405",
"문경시","비거주용 건물내 주택","호","695","690","725","738",
"문경시","주택이외의 거처","호","842","872","897","976",
"경산시","총인구","명","278500","279751","282626","284517",
"경산시","남자","명","140493","141235","142697","143489",
"경산시","여자","명","138007","138516","139929","141028",
"경산시","내국인-계","명","270028","270398","272087","271525",
"경산시","내국인-남자","명","135161","135514","136357","135754",
"경산시","내국인-여자","명","134867","134884","135730","135771",
"경산시","외국인-계","명","8472","9353","10539","12992",
"경산시","외국인-남자","명","5332","5721","6340","7735",
"경산시","외국인-여자","명","3140","3632","4199","5257",
"경산시","가구-계","가구","108004","109077","111750","112730",
"경산시","일반가구","가구","105571","106396","108602","109175",
"경산시","집단가구","가구","97","73","80","81",
"경산시","외국인가구","가구","2336","2608","3068","3474",
"경산시","주택-계","호","85241","86957","90340","92790",
"경산시","단독주택","호","22750","22867","22972","22890",
"경산시","아파트","호","57623","59092","62203","64747",
"경산시","연립주택","호","910","954","965","947",
"경산시","다세대주택","호","3097","3183","3251","3243",
"경산시","비거주용 건물내 주택","호","861","861","949","963",
"경산시","주택이외의 거처","호","2470","2708","2815","2833",
"군위군","총인구","명","22012","22079","22230","22277",
"군위군","남자","명","11000","11183","11309","11417",
"군위군","여자","명","11012","10896","10921","10860",
"군위군","내국인-계","명","21329","21374","21559","21569",
"군위군","내국인-남자","명","10499","10649","10805","10886",
"군위군","내국인-여자","명","10830","10725","10754","10683",
"군위군","외국인-계","명","683","705","671","708",
"군위군","외국인-남자","명","501","534","504","531",
"군위군","외국인-여자","명","182","171","167","177",
"군위군","가구-계","가구","10176","10297","10537","10675",
"군위군","일반가구","가구","10039","10166","10410","10565",
"군위군","집단가구","가구","24","19","19","22",
"군위군","외국인가구","가구","113","112","108","88",
"군위군","주택-계","호","10534","10650","10855","10936",
"군위군","단독주택","호","9461","9538","9675","9669",
"군위군","아파트","호","483","511","540","612",
"군위군","연립주택","호","149","162","165","162",
"군위군","다세대주택","호","306","306","313","328",
"군위군","비거주용 건물내 주택","호","135","133","162","165",
"군위군","주택이외의 거처","호","400","422","500","530",
"의성군","총인구","명","51021","50683","50082","49621",
"의성군","남자","명","24577","24529","24203","24008",
"의성군","여자","명","26444","26154","25879","25613",
"의성군","내국인-계","명","50115","49759","49306","48797",
"의성군","내국인-남자","명","24019","23961","23769","23551",
"의성군","내국인-여자","명","26096","25798","25537","25246",
"의성군","외국인-계","명","906","924","776","824",
"의성군","외국인-남자","명","558","568","434","457",
"의성군","외국인-여자","명","348","356","342","367",
"의성군","가구-계","가구","23873","23954","23882","23872",
"의성군","일반가구","가구","23667","23733","23688","23679",
"의성군","집단가구","가구","40","33","38","40",
"의성군","외국인가구","가구","166","188","156","153",
"의성군","주택-계","호","26039","26045","26229","26230",
"의성군","단독주택","호","22782","22742","22808","22730",
"의성군","아파트","호","2074","2105","2119","2173",
"의성군","연립주택","호","286","286","305","313",
"의성군","다세대주택","호","538","575","603","617",
"의성군","비거주용 건물내 주택","호","359","337","394","397",
"의성군","주택이외의 거처","호","535","550","580","659",
"청송군","총인구","명","24732","24593","24441","24160",
"청송군","남자","명","12185","12121","12056","11985",
"청송군","여자","명","12547","12472","12385","12175",
"청송군","내국인-계","명","24402","24262","24155","23852",
"청송군","내국인-남자","명","12029","11973","11957","11888",
"청송군","내국인-여자","명","12373","12289","12198","11964",
"청송군","외국인-계","명","330","331","286","308",
"청송군","외국인-남자","명","156","148","99","97",
"청송군","외국인-여자","명","174","183","187","211",
"청송군","가구-계","가구","11404","11485","11527","11589",
"청송군","일반가구","가구","11323","11401","11454","11518",
"청송군","집단가구","가구","15","13","13","13",
"청송군","외국인가구","가구","66","71","60","58",
"청송군","주택-계","호","12184","12081","12244","12428",
"청송군","단독주택","호","9962","9738","9859","9951",
"청송군","아파트","호","1289","1373","1385","1474",
"청송군","연립주택","호","165","165","165","165",
"청송군","다세대주택","호","531","563","563","563",
"청송군","비거주용 건물내 주택","호","237","242","272","275",
"청송군","주택이외의 거처","호","327","350","373","431",
"영양군","총인구","명","16781","16755","16579","16559",
"영양군","남자","명","8069","8064","7980","7992",
"영양군","여자","명","8712","8691","8599","8567",
"영양군","내국인-계","명","16551","16519","16336","16268",
"영양군","내국인-남자","명","7992","7990","7914","7917",
"영양군","내국인-여자","명","8559","8529","8422","8351",
"영양군","외국인-계","명","230","236","243","291",
"영양군","외국인-남자","명","77","74","66","75",
"영양군","외국인-여자","명","153","162","177","216",
"영양군","가구-계","가구","7650","7631","7642","7665",
"영양군","일반가구","가구","7578","7559","7565","7585",
"영양군","집단가구","가구","9","9","11","9",
"영양군","외국인가구","가구","63","63","66","71",
"영양군","주택-계","호","8145","8111","8201","8209",
"영양군","단독주택","호","7220","7095","7175","7158",
"영양군","아파트","호","325","342","342","342",
"영양군","연립주택","호","130","146","146","146",
"영양군","다세대주택","호","371","434","434","457",
"영양군","비거주용 건물내 주택","호","99","94","104","106",
"영양군","주택이외의 거처","호","168","172","188","206",
"영덕군","총인구","명","36539","36765","36148","36096",
"영덕군","남자","명","17416","17773","17427","17444",
"영덕군","여자","명","19123","18992","18721","18652",
"영덕군","내국인-계","명","35675","35686","35079","34791",
"영덕군","내국인-남자","명","16807","16946","16623","16469",
"영덕군","내국인-여자","명","18868","18740","18456","18322",
"영덕군","외국인-계","명","864","1079","1069","1305",
"영덕군","외국인-남자","명","609","827","804","975",
"영덕군","외국인-여자","명","255","252","265","330",
"영덕군","가구-계","가구","17051","17344","17244","17261",
"영덕군","일반가구","가구","16819","17096","17015","17027",
"영덕군","집단가구","가구","23","22","11","23",
"영덕군","외국인가구","가구","209","226","218","211",
"영덕군","주택-계","호","17887","17978","18094","18244",
"영덕군","단독주택","호","14700","14666","14704","14724",
"영덕군","아파트","호","1341","1397","1397","1499",
"영덕군","연립주택","호","784","808","832","856",
"영덕군","다세대주택","호","677","717","725","725",
"영덕군","비거주용 건물내 주택","호","385","390","436","440",
"영덕군","주택이외의 거처","호","464","477","510","549",
"청도군","총인구","명","41596","41612","41278","40878",
"청도군","남자","명","19840","19993","19885","19745",
"청도군","여자","명","21756","21619","21393","21133",
"청도군","내국인-계","명","40543","40447","40090","39449",
"청도군","내국인-남자","명","19298","19397","19296","19067",
"청도군","내국인-여자","명","21245","21050","20794","20382",
"청도군","외국인-계","명","1053","1165","1188","1429",
"청도군","외국인-남자","명","542","596","589","678",
"청도군","외국인-여자","명","511","569","599","751",
"청도군","가구-계","가구","18189","18360","18551","18621",
"청도군","일반가구","가구","17991","18170","18361","18438",
"청도군","집단가구","가구","37","31","37","38",
"청도군","외국인가구","가구","161","159","153","145",
"청도군","주택-계","호","20265","20527","21014","21536",
"청도군","단독주택","호","17395","17614","17918","18124",
"청도군","아파트","호","1694","1755","1834","2142",
"청도군","연립주택","호","274","274","351","351",
"청도군","다세대주택","호","628","626","642","646",
"청도군","비거주용 건물내 주택","호","274","258","269","273",
"청도군","주택이외의 거처","호","655","634","681","710",
"고령군","총인구","명","34117","33417","33094","32660",
"고령군","남자","명","17588","17432","17236","17092",
"고령군","여자","명","16529","15985","15858","15568",
"고령군","내국인-계","명","31929","31231","30941","30388",
"고령군","내국인-남자","명","15898","15728","15536","15300",
"고령군","내국인-여자","명","16031","15503","15405","15088",
"고령군","외국인-계","명","2188","2186","2153","2272",
"고령군","외국인-남자","명","1690","1704","1700","1792",
"고령군","외국인-여자","명","498","482","453","480",
"고령군","가구-계","가구","14023","13892","13933","13918",
"고령군","일반가구","가구","13627","13476","13519","13506",
"고령군","집단가구","가구","14","19","19","20",
"고령군","외국인가구","가구","382","397","395","392",
"고령군","주택-계","호","13748","13736","13833","13739",
"고령군","단독주택","호","9116","9018","9083","8991",
"고령군","아파트","호","3759","3838","3867","3867",
"고령군","연립주택","호","183","183","183","183",
"고령군","다세대주택","호","462","478","478","482",
"고령군","비거주용 건물내 주택","호","228","219","222","216",
"고령군","주택이외의 거처","호","736","818","860","889",
"성주군","총인구","명","41179","41388","41225","41299",
"성주군","남자","명","20981","21337","21271","21388",
"성주군","여자","명","20198","20051","19954","19911",
"성주군","내국인-계","명","39363","39449","39264","39168",
"성주군","내국인-남자","명","19679","19909","19824","19828",
"성주군","내국인-여자","명","19684","19540","19440","19340",
"성주군","외국인-계","명","1816","1939","1961","2131",
"성주군","외국인-남자","명","1302","1428","1447","1560",
"성주군","외국인-여자","명","514","511","514","571",
"성주군","가구-계","가구","17453","17761","17923","18126",
"성주군","일반가구","가구","17035","17324","17479","17677",
"성주군","집단가구","가구","29","23","25","29",
"성주군","외국인가구","가구","389","414","419","420",
"성주군","주택-계","호","16406","16582","16679","16919",
"성주군","단독주택","호","14316","14446","14518","14591",
"성주군","아파트","호","1173","1200","1200","1360",
"성주군","연립주택","호","296","296","296","295",
"성주군","다세대주택","호","305","337","345","345",
"성주군","비거주용 건물내 주택","호","316","303","320","328",
"성주군","주택이외의 거처","호","908","1041","1101","1155",
"칠곡군","총인구","명","122462","122613","121778","120983",
"칠곡군","남자","명","63739","63820","63665","63530",
"칠곡군","여자","명","58723","58793","58113","57453",
"칠곡군","내국인-계","명","117569","117603","116921","115638",
"칠곡군","내국인-남자","명","60309","60363","60325","59865",
"칠곡군","내국인-여자","명","57260","57240","56596","55773",
"칠곡군","외국인-계","명","4893","5010","4857","5345",
"칠곡군","외국인-남자","명","3430","3457","3340","3665",
"칠곡군","외국인-여자","명","1463","1553","1517","1680",
"칠곡군","가구-계","가구","47393","48110","48317","48391",
"칠곡군","일반가구","가구","46243","46899","47094","47160",
"칠곡군","집단가구","가구","70","57","65","67",
"칠곡군","외국인가구","가구","1080","1154","1158","1164",
"칠곡군","주택-계","호","39724","40970","41260","42113",
"칠곡군","단독주택","호","14236","14392","14266","14294",
"칠곡군","아파트","호","21688","22669","22901","23677",
"칠곡군","연립주택","호","452","480","603","619",
"칠곡군","다세대주택","호","2675","2760","2800","2827",
"칠곡군","비거주용 건물내 주택","호","673","669","690","696",
"칠곡군","주택이외의 거처","호","1381","1654","1694","1666",
"예천군","총인구","명","42702","44212","46321","51082",
"예천군","남자","명","20782","21586","22674","25000",
"예천군","여자","명","21920","22626","23647","26082",
"예천군","내국인-계","명","42181","43658","45728","50409",
"예천군","내국인-남자","명","20579","21357","22423","24730",
"예천군","내국인-여자","명","21602","22301","23305","25679",
"예천군","외국인-계","명","521","554","593","673",
"예천군","외국인-남자","명","203","229","251","270",
"예천군","외국인-여자","명","318","325","342","403",
"예천군","가구-계","가구","18970","19605","20573","22502",
"예천군","일반가구","가구","18803","19459","20413","22350",
"예천군","집단가구","가구","14","13","12","14",
"예천군","외국인가구","가구","153","133","148","138",
"예천군","주택-계","호","20146","21375","24169","26146",
"예천군","단독주택","호","16040","16437","16535","16476",
"예천군","아파트","호","2965","3778","6409","8406",
"예천군","연립주택","호","339","355","355","377",
"예천군","다세대주택","호","544","567","588","603",
"예천군","비거주용 건물내 주택","호","258","238","282","284",
"예천군","주택이외의 거처","호","441","440","466","504",
"봉화군","총인구","명","31628","31262","31082","30872",
"봉화군","남자","명","15563","15391","15350","15297",
"봉화군","여자","명","16065","15871","15732","15575",
"봉화군","내국인-계","명","31307","30920","30722","30434",
"봉화군","내국인-남자","명","15442","15267","15217","15142",
"봉화군","내국인-여자","명","15865","15653","15505","15292",
"봉화군","외국인-계","명","321","342","360","438",
"봉화군","외국인-남자","명","121","124","133","155",
"봉화군","외국인-여자","명","200","218","227","283",
"봉화군","가구-계","가구","13972","14115","14144","14141",
